Epoch;G_GAN;G_L1;D_real;D_fake
1;0.4352987012987013;6.397883116883117;0.21990909090909092;0.21320779220779218
2;0.3757012987012987;4.224220779220779;0.2328961038961039;0.19054545454545455
3;0.34989610389610387;3.771909090909091;0.22609090909090906;0.18663636363636366
4;0.34737179487179487;3.646294871794872;0.21866666666666668;0.20716666666666667
5;0.36289610389610394;3.362727272727273;0.20975324675324675;0.21992207792207794
6;0.35575324675324677;3.235298701298701;0.2296103896103896;0.21318181818181817
7;0.34596153846153843;3.0552179487179485;0.22996153846153847;0.22135897435897434
8;0.3398311688311689;2.8797662337662335;0.22742857142857142;0.21203896103896105
9;0.3214935064935065;2.772831168831169;0.24225974025974026;0.20151948051948051
10;0.3343076923076923;2.6611025641025643;0.23323076923076924;0.21116666666666667
11;0.34235064935064935;2.700207792207792;0.23155844155844157;0.21364935064935064
12;0.3214935064935065;2.5942727272727275;0.24225974025974026;0.21136363636363634
13;0.3132179487179487;2.5340897435897434;0.23365384615384618;0.21384615384615385
14;0.3158831168831169;2.489675324675325;0.23933766233766232;0.21290909090909088
15;0.33805194805194805;2.4227402597402596;0.21789610389610387;0.2321948051948052
16;0.3504102564102564;2.3819487179487178;0.23;0.24497435897435899
17;0.324948051948052;2.388948051948052;0.23205194805194804;0.21206493506493507
18;0.32483116883116886;2.334974025974026;0.24027272727272728;0.2127012987012987
19;0.3173076923076923;2.3342564102564105;0.23533333333333337;0.22024358974358973
20;0.32371428571428573;2.2616753246753247;0.2335844155844156;0.21957142857142858
21;0.33766233766233766;2.196103896103896;0.21602597402597404;0.23246753246753246
22;0.3204230769230769;2.162974358974359;0.2311025641025641;0.22312820512820514
23;0.3331038961038961;2.2053506493506494;0.22725974025974024;0.22307792207792207
24;0.31144155844155846;2.1942987012987016;0.24993506493506495;0.1995844155844156
25;0.3472692307692308;2.116397435897436;0.22325641025641027;0.22933333333333336
26;0.3269090909090909;2.1273376623376623;0.24653246753246755;0.22281818181818183
27;0.33225974025974025;2.0954805194805197;0.23628571428571427;0.21346753246753247
28;0.36123376623376624;2.0752727272727274;0.21611688311688315;0.22496103896103894
29;0.3353846153846154;2.053025641025641;0.2376153846153846;0.20455128205128206
30;0.36977922077922076;2.0532207792207795;0.20533766233766235;0.2223896103896104
31;0.36933766233766235;2.0121688311688315;0.21533766233766233;0.20745454545454545
32;0.3775;2.0397820512820513;0.21091025641025643;0.21176923076923077
33;0.39702597402597406;2.0172857142857143;0.19367532467532467;0.22914285714285712
34;0.3711298701298701;2.0377012987012986;0.22461038961038962;0.19501298701298703
35;0.32929487179487177;1.9706282051282051;0.2388974358974359;0.21264102564102563
36;0.3963766233766234;1.9866493506493508;0.20483116883116884;0.20714285714285713
37;0.29180519480519485;1.889116883116883;0.23963636363636365;0.2434155844155844
38;0.38532051282051283;1.9088076923076922;0.2164102564102564;0.2052820512820513
39;0.3893766233766234;1.9486883116883118;0.22458441558441558;0.19253246753246753
40;0.39220779220779217;1.9461298701298702;0.21761038961038962;0.20084415584415585
41;0.40444871794871795;1.948423076923077;0.20166666666666666;0.21302564102564103
42;0.3771818181818182;1.9202727272727271;0.220974025974026;0.2076883116883117
43;0.3849090909090909;1.9421168831168831;0.22244155844155844;0.1881948051948052
44;0.34492307692307694;1.8537820512820513;0.23661538461538462;0.22956410256410256
45;0.27476623376623377;1.779181818181818;0.24057142857142857;0.25012987012987015
46;0.2734935064935065;1.7572207792207795;0.2556883116883117;0.22505194805194806
47;0.47316666666666674;1.9029615384615386;0.18766666666666668;0.20015384615384615
48;0.27394805194805194;1.7256233766233764;0.24848051948051947;0.24506493506493507
49;0.26787012987012987;1.6805454545454543;0.24776623376623375;0.24405194805194808
50;0.27051282051282055;1.6599743589743592;0.24447435897435896;0.24883333333333332
51;0.2797792207792208;1.687987012987013;0.2468831168831169;0.24557142857142855
52;0.2853766233766234;1.6950129870129869;0.2465974025974026;0.23644155844155842
53;0.2885844155844156;1.6712077922077921;0.2633246753246753;0.2678961038961039
54;0.30888461538461537;1.7164102564102564;0.23560256410256408;0.23035897435897437
55;0.3294155844155844;1.6873116883116883;0.2292207792207792;0.22507792207792207
56;0.3424675324675325;1.703935064935065;0.23184415584415585;0.2114025974025974
57;0.35123076923076924;1.702551282051282;0.217474358974359;0.2082692307692308
58;0.3971168831168831;1.7703896103896104;0.2022987012987013;0.2141168831168831
59;0.3857012987012987;1.756298701298701;0.21245454545454548;0.20523376623376624
60;0.4019871794871795;1.7793846153846153;0.19939743589743592;0.21696153846153848
61;0.3949350649350649;1.7206493506493508;0.20423376623376624;0.200012987012987
62;0.4290779220779221;1.7663896103896104;0.1890909090909091;0.21516883116883118
63;0.43451282051282053;1.7187564102564101;0.2212179487179487;0.2317307692307692
64;0.4539220779220779;1.73887012987013;0.18353246753246752;0.2112467532467532
65;0.42281818181818187;1.7239350649350649;0.19714285714285715;0.2112987012987013
66;0.4351282051282051;1.7667307692307692;0.19435897435897437;0.2042948717948718
67;0.4233766233766234;1.7713376623376624;0.21246753246753247;0.18076623376623377
68;0.48023376623376623;1.7531688311688312;0.1931948051948052;0.20235064935064934
69;0.446474358974359;1.788974358974359;0.19173076923076923;0.19383333333333333
70;0.5238571428571429;1.782948051948052;0.16142857142857142;0.20794805194805197
71;0.288025974025974;1.676935064935065;0.25503896103896107;0.26541558441558444
72;0.4296794871794872;1.7202435897435897;0.2216025641025641;0.20466666666666666
73;0.5215454545454545;1.7685324675324674;0.17464935064935067;0.19394805194805195
74;0.5117662337662338;1.781805194805195;0.17394805194805196;0.18814285714285714
75;0.5342948717948718;1.7501153846153847;0.1682948717948718;0.184
76;0.5128311688311689;1.7721428571428572;0.17811688311688312;0.181
77;0.4483506493506494;1.731987012987013;0.19724675324675325;0.18707792207792207
78;0.5352987012987014;1.7753506493506492;0.17432467532467533;0.17633766233766232
79;0.4995769230769231;1.779;0.19833333333333333;0.16252564102564102
80;0.49977922077922077;1.8044285714285715;0.17662337662337663;0.18476623376623377
81;0.4978571428571429;1.7726753246753248;0.18466233766233767;0.16612987012987013
82;0.514;1.7455641025641024;0.17966666666666667;0.19866666666666669
83;0.2648571428571429;1.6375714285714287;0.2517922077922078;0.2398961038961039
84;0.2746883116883117;1.6234805194805195;0.24236363636363636;0.2485194805194805
85;0.45858974358974364;1.693923076923077;0.18551282051282053;0.181
86;0.45097402597402597;1.7371168831168833;0.19332467532467534;0.184
87;0.5397012987012987;1.710766233766234;0.16532467532467532;0.1522987012987013
88;0.5049358974358974;1.6923589743589742;0.17785897435897435;0.1626153846153846
89;0.5569220779220779;1.7704935064935066;0.16642857142857143;0.16654545454545455
90;0.5404025974025973;1.7952987012987014;0.1773116883116883;0.1622207792207792
91;0.5471923076923076;1.7637051282051281;0.15706410256410255;0.16905128205128206
92;0.5350259740259741;1.7526233766233765;0.17692207792207792;0.16245454545454546
93;0.5687532467532467;1.7580129870129868;0.16164935064935065;0.17244155844155845
94;0.5505;1.7651282051282051;0.16499999999999998;0.15996153846153846
95;0.4448701298701299;1.7089999999999999;0.1992857142857143;0.2138181818181818
96;0.5675324675324676;1.7543376623376623;0.17580519480519483;0.15425974025974026
97;0.43015384615384616;1.7651282051282051;0.20534615384615384;0.2204871794871795
98;0.5993376623376624;1.781922077922078;0.1358181818181818;0.1637922077922078
99;0.5633376623376624;1.776103896103896;0.16118181818181818;0.16266233766233767
100;0.5919615384615385;1.7831153846153847;0.158974358974359;0.14693589743589744
101;0.5598441558441558;1.783922077922078;0.1595974025974026;0.17946753246753247
102;0.4827532467532467;1.7468051948051946;0.1903766233766234;0.17131168831168833
103;0.26605194805194804;1.6137662337662337;0.2454285714285714;0.24536363636363637
104;0.3500384615384616;1.6567820512820515;0.23905128205128207;0.21184615384615385
105;0.5242597402597403;1.6973116883116885;0.18787012987012988;0.14855844155844156
106;0.6120649350649351;1.750207792207792;0.14919480519480519;0.1429090909090909
107;0.5500512820512821;1.7452692307692308;0.1692948717948718;0.14058974358974358
108;0.5853896103896105;1.7559870129870132;0.15257142857142855;0.15453246753246752
109;0.607116883116883;1.756961038961039;0.15971428571428573;0.1593116883116883
110;0.5981538461538461;1.7742820512820514;0.14194871794871794;0.17251282051282052
111;0.5398181818181819;1.7714805194805194;0.18164935064935064;0.17594805194805194
112;0.5711818181818182;1.733935064935065;0.16174025974025974;0.1632987012987013
113;0.5447820512820513;1.7494871794871796;0.1678974358974359;0.16701282051282051
114;0.5513116883116883;1.689025974025974;0.1741948051948052;0.14196103896103898
115;0.5341688311688312;1.778792207792208;0.18236363636363637;0.14771428571428571
116;0.4591923076923077;1.7149487179487177;0.19951282051282052;0.16883333333333334
117;0.5572467532467532;1.759246753246753;0.1727142857142857;0.12614285714285714
118;0.6125844155844156;1.7457532467532468;0.14637662337662338;0.16033766233766233
119;0.5607820512820513;1.7726153846153847;0.16965384615384616;0.13634615384615384
120;0.5876103896103897;1.7663636363636361;0.16954545454545455;0.14675324675324677
121;0.5891168831168831;1.7479350649350651;0.14281818181818182;0.14196103896103895
122;0.5608076923076923;1.7501538461538462;0.1558974358974359;0.13933333333333334
123;0.5951818181818181;1.7832337662337663;0.1412857142857143;0.14219480519480518
124;0.5863376623376624;1.7283506493506493;0.15163636363636362;0.15357142857142855
125;0.6069871794871795;1.786153846153846;0.1470897435897436;0.14634615384615385
126;0.5327922077922078;1.7494415584415584;0.16905194805194804;0.15905194805194806
127;0.5521428571428572;1.7660389610389613;0.17514285714285716;0.1745844155844156
128;0.6090519480519481;1.7366493506493508;0.152025974025974;0.14367532467532468
129;0.570076923076923;1.7487179487179487;0.15526923076923077;0.14466666666666667
130;0.6085584415584416;1.7377662337662336;0.1537012987012987;0.12888311688311688
131;0.6132857142857143;1.7519220779220779;0.1365974025974026;0.15483116883116885
132;0.6003461538461539;1.7377051282051281;0.15228205128205127;0.13952564102564102
133;0.6108311688311688;1.7776103896103896;0.14333766233766235;0.14032467532467532
134;0.5931948051948053;1.7972337662337663;0.1572207792207792;0.11961038961038963
135;0.5946538461538462;1.7539615384615383;0.14716666666666667;0.1381025641025641
136;0.5957402597402598;1.7437922077922077;0.15268831168831168;0.14675324675324677
137;0.5878181818181818;1.7410519480519482;0.15167532467532469;0.1266883116883117
138;0.6491794871794873;1.7214871794871796;0.13332051282051283;0.13982051282051283
139;0.616064935064935;1.776909090909091;0.13644155844155845;0.1301818181818182
140;0.6106233766233766;1.7625584415584417;0.1395974025974026;0.13572727272727272
141;0.580551282051282;1.7896025641025641;0.15998717948717947;0.16765384615384615
142;0.5347792207792208;1.672805194805195;0.1678051948051948;0.17093506493506494
143;0.5892597402597403;1.7458831168831168;0.14949350649350648;0.1227012987012987
144;0.5675128205128205;1.7167179487179487;0.16487179487179487;0.14815384615384614
145;0.6374675324675325;1.7520649350649349;0.11868831168831168;0.13346753246753246
146;0.5900779220779221;1.7690259740259742;0.1426103896103896;0.12363636363636363
147;0.5965769230769231;1.730076923076923;0.13798717948717948;0.12176923076923075
148;0.6105714285714287;1.7717142857142856;0.15098701298701298;0.11618181818181818
149;0.6206233766233766;1.7174675324675326;0.14564935064935064;0.1201038961038961
150;0.580551282051282;1.7361410256410257;0.14115384615384616;0.11187179487179488
151;0.623103896103896;1.770012987012987;0.1371948051948052;0.12206493506493507
152;0.5994675324675325;1.7827792207792208;0.14214285714285715;0.1145844155844156
153;0.5888961038961039;1.7606493506493506;0.14922077922077923;0.10788311688311689
154;0.6337435897435898;1.7555;0.12775641025641024;0.11742307692307694
155;0.6105454545454545;1.7384675324675325;0.14258441558441556;0.11215584415584415
156;0.6315714285714286;1.783896103896104;0.13357142857142856;0.12027272727272728
157;0.5769871794871795;1.7455384615384613;0.15170512820512821;0.10733333333333334
158;0.6013636363636363;1.767064935064935;0.15128571428571427;0.11253246753246754
159;0.6031818181818182;1.7667662337662338;0.14050649350649352;0.12228571428571429
160;0.6082435897435897;1.7487435897435897;0.14241025641025643;0.1142051282051282
161;0.6161948051948052;1.7240909090909091;0.1394025974025974;0.11645454545454546
162;0.6294935064935065;1.7331818181818184;0.12642857142857142;0.1257922077922078
163;0.6264358974358974;1.7730384615384616;0.1296025641025641;0.12098717948717948
164;0.5977142857142858;1.7444155844155844;0.13814285714285715;0.10723376623376622
165;0.6318181818181818;1.7395194805194807;0.12616883116883118;0.11862337662337663
166;0.6037179487179488;1.7733846153846156;0.13534615384615384;0.10528205128205127
167;0.6297012987012988;1.7444025974025972;0.12561038961038962;0.12458441558441559
168;0.6003246753246754;1.7356753246753245;0.1394935064935065;0.11531168831168831
169;0.6165512820512821;1.7448974358974358;0.12852564102564104;0.11925641025641025
170;0.6095454545454546;1.7590779220779222;0.13966233766233765;0.10185714285714285
171;0.6268051948051948;1.7944935064935064;0.12554545454545454;0.12114285714285714
172;0.646051282051282;1.7315128205128205;0.12203846153846154;0.1258846153846154
173;0.6257532467532467;1.7452077922077922;0.13076623376623378;0.11555844155844155
174;0.6098051948051948;1.7252987012987016;0.13427272727272727;0.10954545454545456
175;0.633102564102564;1.755217948717949;0.1268846153846154;0.11674358974358974
176;0.6177532467532467;1.7435974025974026;0.1266233766233766;0.12023376623376622
177;0.6266623376623377;1.7415844155844156;0.1242987012987013;0.11355844155844155
178;0.6283896103896104;1.7243506493506495;0.1201948051948052;0.11807792207792209
179;0.6194615384615384;1.7805;0.13898717948717948;0.10082051282051283
180;0.631;1.7800259740259743;0.12158441558441559;0.12124675324675326
181;0.6281168831168832;1.7501818181818183;0.12446753246753246;0.11154545454545454
182;0.6158974358974358;1.7198461538461538;0.12385897435897435;0.11451282051282052
183;0.6071558441558441;1.7443636363636363;0.13012987012987012;0.10770129870129869
184;0.605;1.7341558441558442;0.12693506493506496;0.11379220779220779
185;0.6195897435897436;1.749948717948718;0.12571794871794872;0.11338461538461538
186;0.6133246753246753;1.7182987012987012;0.12742857142857142;0.10802597402597403
187;0.6286883116883116;1.7336363636363639;0.11296103896103897;0.11541558441558442
188;0.6133076923076923;1.7552820512820513;0.11815384615384615;0.11221794871794873
189;0.6140519480519481;1.7175064935064934;0.12427272727272728;0.10992207792207792
190;0.6139480519480519;1.7651428571428571;0.12383116883116883;0.10644155844155843
191;0.6117179487179487;1.7220128205128207;0.12542307692307691;0.11065384615384616
192;0.609909090909091;1.7608831168831167;0.11611688311688313;0.10915584415584415
193;0.6086103896103896;1.731935064935065;0.1276233766233766;0.1116103896103896
194;0.6334871794871795;1.7772692307692308;0.11706410256410257;0.1027051282051282
195;0.6128701298701299;1.7206363636363637;0.12268831168831171;0.10235064935064936
196;0.6073636363636364;1.7562857142857144;0.12210389610389609;0.10385714285714286
197;0.6192692307692307;1.7016282051282052;0.12284615384615385;0.10512820512820512
198;0.6058051948051948;1.7534675324675324;0.11692207792207793;0.11020779220779221
199;0.6147662337662338;1.7456493506493505;0.12276623376623376;0.10435064935064935
200;0.6326025641025641;1.7434615384615386;0.12782051282051282;0.09714102564102564